City,State short,State full,County
"Glauburg","HE","Hessen","Wetteraukreis"
"Hirzenhain","HE","Hessen","Wetteraukreis"
"Karben","HE","Hessen","Wetteraukreis"
"Kefenrod","HE","Hessen","Wetteraukreis"
"Limeshain","HE","Hessen","Wetteraukreis"
"Münzenberg","HE","Hessen","Wetteraukreis"
"Nidda","HE","Hessen","Wetteraukreis"
"Niddatal","HE","Hessen","Wetteraukreis"
"Ober-Mörlen","HE","Hessen","Wetteraukreis"
"Ortenberg","HE","Hessen","Wetteraukreis"
"Ranstadt","HE","Hessen","Wetteraukreis"
"Reichelsheim","HE","Hessen","Wetteraukreis"
"Rockenberg","HE","Hessen","Wetteraukreis"
"Rosbach v. d. Höhe","HE","Hessen","Wetteraukreis"
"Wölfersheim","HE","Hessen","Wetteraukreis"
"Wöllstadt","HE","Hessen","Wetteraukreis"
"Allendorf","HE","Hessen","Gießen"
"Biebertal","HE","Hessen","Gießen"
"Buseck","HE","Hessen","Gießen"
"Fernwald","HE","Hessen","Gießen"
"Gießen","HE","Hessen","Gießen"
"Grünberg","HE","Hessen","Gießen"
"Heuchelheim a. d. Lahn","HE","Hessen","Gießen"
"Hungen","HE","Hessen","Gießen"
"Langgöns","HE","Hessen","Gießen"
"Laubach","HE","Hessen","Gießen"
"Lich","HE","Hessen","Gießen"
"Linden","HE","Hessen","Gießen"
"Lollar","HE","Hessen","Gießen"
"Pohlheim","HE","Hessen","Gießen"
"Rabenau","HE","Hessen","Gießen"
"Reiskirchen","HE","Hessen","Gießen"
"Staufenberg","HE","Hessen","Gießen"
"Wettenberg","HE","Hessen","Gießen"
"Aßlar","HE","Hessen","Lahn-Dill-Kreis"
"Bischoffen","HE","Hessen","Lahn-Dill-Kreis"
"Braunfels","HE","Hessen","Lahn-Dill-Kreis"
"Breitscheid","HE","Hessen","Lahn-Dill-Kreis"
"Dietzhölztal","HE","Hessen","Lahn-Dill-Kreis"
"Dillenburg","HE","Hessen","Lahn-Dill-Kreis"
"Driedorf","HE","Hessen","Lahn-Dill-Kreis"
"Ehringshausen","HE","Hessen","Lahn-Dill-Kreis"
"Eschenburg","HE","Hessen","Lahn-Dill-Kreis"
"Greifenstein","HE","Hessen","Lahn-Dill-Kreis"
"Haiger","HE","Hessen","Lahn-Dill-Kreis"
"Herborn","HE","Hessen","Lahn-Dill-Kreis"
"Hohenahr","HE","Hessen","Lahn-Dill-Kreis"
"Hüttenberg","HE","Hessen","Lahn-Dill-Kreis"
"Lahnau","HE","Hessen","Lahn-Dill-Kreis"
"Leun","HE","Hessen","Lahn-Dill-Kreis"
"Mittenaar","HE","Hessen","Lahn-Dill-Kreis"
"Schöffengrund","HE","Hessen","Lahn-Dill-Kreis"
"Siegbach","HE","Hessen","Lahn-Dill-Kreis"
"Sinn","HE","Hessen","Lahn-Dill-Kreis"
"Solms","HE","Hessen","Lahn-Dill-Kreis"
"Waldsolms","HE","Hessen","Lahn-Dill-Kreis"
"Wetzlar","HE","Hessen","Lahn-Dill-Kreis"
"Beselich","HE","Hessen","Limburg-Weilburg"
"Brechen","HE","Hessen","Limburg-Weilburg"
"Bad Camberg","HE","Hessen","Limburg-Weilburg"
"Dornburg","HE","Hessen","Limburg-Weilburg"
"Elbtal","HE","Hessen","Limburg-Weilburg"
"Elz","HE","Hessen","Limburg-Weilburg"
"Hadamar","HE","Hessen","Limburg-Weilburg"
"Hünfelden","HE","Hessen","Limburg-Weilburg"
"Limburg a. d. Lahn","HE","Hessen","Limburg-Weilburg"
"Löhnberg","HE","Hessen","Limburg-Weilburg"
"Mengerskirchenarktflecken","HE","Hessen","Limburg-Weilburg"
"Merenbergarktflecken","HE","Hessen","Limburg-Weilburg"
"Runkel","HE","Hessen","Limburg-Weilburg"
"Selters","HE","Hessen","Limburg-Weilburg"
"Villmararktflecken","HE","Hessen","Limburg-Weilburg"
"Waldbrunn","HE","Hessen","Limburg-Weilburg"
"Weilburg","HE","Hessen","Limburg-Weilburg"
"Weilmünsterarktflecken","HE","Hessen","Limburg-Weilburg"
"Weinbach","HE","Hessen","Limburg-Weilburg"
"Amöneburg","HE","Hessen","Marburg-Biedenkopf"
"Angelburg","HE","Hessen","Marburg-Biedenkopf"
"Bad Endbach","HE","Hessen","Marburg-Biedenkopf"
"Biedenkopf","HE","Hessen","Marburg-Biedenkopf"
"Breidenbach","HE","Hessen","Marburg-Biedenkopf"
"Cölbe","HE","Hessen","Marburg-Biedenkopf"
"Dautphetal","HE","Hessen","Marburg-Biedenkopf"
"Ebsdorfergrund","HE","Hessen","Marburg-Biedenkopf"
"Fronhausen","HE","Hessen","Marburg-Biedenkopf"
"Gladenbach","HE","Hessen","Marburg-Biedenkopf"
"Kirchhain","HE","Hessen","Marburg-Biedenkopf"
"Lahntal","HE","Hessen","Marburg-Biedenkopf"
"Lohra","HE","Hessen","Marburg-Biedenkopf"
"Marburg","HE","Hessen","Marburg-Biedenkopf"
"Münchhausen","HE","Hessen","Marburg-Biedenkopf"
"Neustadt","HE","Hessen","Marburg-Biedenkopf"
"Rauschenberg","HE","Hessen","Marburg-Biedenkopf"
"Stadtallendorf","HE","Hessen","Marburg-Biedenkopf"
"Steffenberg","HE","Hessen","Marburg-Biedenkopf"
"Weimar","HE","Hessen","Marburg-Biedenkopf"
"Wetter","HE","Hessen","Marburg-Biedenkopf"
"Wohratal","HE","Hessen","Marburg-Biedenkopf"
"Alsfeld","HE","Hessen","Vogelsbergkreis"
"Antrifttal","HE","Hessen","Vogelsbergkreis"
"Feldatal","HE","Hessen","Vogelsbergkreis"
"Freiensteinau","HE","Hessen","Vogelsbergkreis"
"Gemünden","HE","Hessen","Vogelsbergkreis"
"Grebenau","HE","Hessen","Vogelsbergkreis"
"Grebenhain","HE","Hessen","Vogelsbergkreis"
"Herbstein","HE","Hessen","Vogelsbergkreis"
"Homberg","HE","Hessen","Vogelsbergkreis"
"Kirtorf","HE","Hessen","Vogelsbergkreis"
"Lauterbach","HE","Hessen","Vogelsbergkreis"
"Lautertal","HE","Hessen","Vogelsbergkreis"
"Mücke","HE","Hessen","Vogelsbergkreis"
"Romrod","HE","Hessen","Vogelsbergkreis"
"Schlitz","HE","Hessen","Vogelsbergkreis"
"Schotten","HE","Hessen","Vogelsbergkreis"
"Schwalmtal","HE","Hessen","Vogelsbergkreis"
"Ulrichstein","HE","Hessen","Vogelsbergkreis"
"Wartenberg","HE","Hessen","Vogelsbergkreis"
"Kassel","HE","Hessen","Kassel, documenta-Stadt"
"Bad Salzschlirf","HE","Hessen","Fulda"
"Burghaun","HE","Hessen","Fulda"
"Dipperz","HE","Hessen","Fulda"
"Ebersburg","HE","Hessen","Fulda"
"Ehrenberg","HE","Hessen","Fulda"
"Eichenzell","HE","Hessen","Fulda"
"Eiterfeld","HE","Hessen","Fulda"
"Flieden","HE","Hessen","Fulda"
"Fulda","HE","Hessen","Fulda"
"Gersfeld","HE","Hessen","Fulda"
"Großenlüder","HE","Hessen","Fulda"
"Hilders","HE","Hessen","Fulda"
"Hofbieber","HE","Hessen","Fulda"
"Hosenfeld","HE","Hessen","Fulda"
"Hünfeld","HE","Hessen","Fulda"
"Kalbach","HE","Hessen","Fulda"
"Künzell","HE","Hessen","Fulda"
"Neuhof","HE","Hessen","Fulda"
"Nüsttal","HE","Hessen","Fulda"
"Petersberg","HE","Hessen","Fulda"
"Poppenhausen","HE","Hessen","Fulda"
"Rasdorf","HE","Hessen","Fulda"
"Tann","HE","Hessen","Fulda"
"Alheim","HE","Hessen","Hersfeld-Rotenburg"
"Bad Hersfeld","HE","Hessen","Hersfeld-Rotenburg"
"Bebra","HE","Hessen","Hersfeld-Rotenburg"
"Breitenbach a. Herzberg","HE","Hessen","Hersfeld-Rotenburg"
"Cornberg","HE","Hessen","Hersfeld-Rotenburg"
"Friedewald","HE","Hessen","Hersfeld-Rotenburg"
"Hauneck","HE","Hessen","Hersfeld-Rotenburg"
"Haunetal","HE","Hessen","Hersfeld-Rotenburg"
"Heringen","HE","Hessen","Hersfeld-Rotenburg"
"Hohenroda","HE","Hessen","Hersfeld-Rotenburg"
"Kirchheim","HE","Hessen","Hersfeld-Rotenburg"
"Ludwigsau","HE","Hessen","Hersfeld-Rotenburg"
"Nentershausen","HE","Hessen","Hersfeld-Rotenburg"
"Neuenstein","HE","Hessen","Hersfeld-Rotenburg"
"Niederaula","HE","Hessen","Hersfeld-Rotenburg"
"Philippsthal","HE","Hessen","Hersfeld-Rotenburg"
"Ronshausen","HE","Hessen","Hersfeld-Rotenburg"
"Rotenburg a. d. Fulda","HE","Hessen","Hersfeld-Rotenburg"
"Schenklengsfeld","HE","Hessen","Hersfeld-Rotenburg"
"Wildeck","HE","Hessen","Hersfeld-Rotenburg"
"Ahnatal","HE","Hessen","Kassel"
"Bad Karlshafen","HE","Hessen","Kassel"
"Baunatal","HE","Hessen","Kassel"
"Breuna","HE","Hessen","Kassel"
"Calden","HE","Hessen","Kassel"
"Bad Emstal","HE","Hessen","Kassel"
"Espenau","HE","Hessen","Kassel"
"Fuldabrück","HE","Hessen","Kassel"
"Fuldatal","HE","Hessen","Kassel"
"Grebenstein","HE","Hessen","Kassel"
"Habichtswald","HE","Hessen","Kassel"
"Helsa","HE","Hessen","Kassel"
"Hofgeismar","HE","Hessen","Kassel"
"Immenhausen","HE","Hessen","Kassel"
"Kaufungen","HE","Hessen","Kassel"
"Liebenau","HE","Hessen","Kassel"
"Lohfelden","HE","Hessen","Kassel"
"Naumburg","HE","Hessen","Kassel"
"Nieste","HE","Hessen","Kassel"
"Niestetal","HE","Hessen","Kassel"
"Reinhardshagen","HE","Hessen","Kassel"
"Schauenburg","HE","Hessen","Kassel"
"Söhrewald","HE","Hessen","Kassel"
"Trendelburg","HE","Hessen","Kassel"
"Vellmar","HE","Hessen","Kassel"
"Wolfhagen","HE","Hessen","Kassel"
"Zierenberg","HE","Hessen","Kassel"
"Wesertal","HE","Hessen","Kassel"
"Gutsbezirk Reinhardswald","HE","Hessen","Kassel"
"Borken","HE","Hessen","Schwalm-Eder-Kreis"
"Edermünde","HE","Hessen","Schwalm-Eder-Kreis"
"Felsberg","HE","Hessen","Schwalm-Eder-Kreis"
"Frielendorfarktflecken","HE","Hessen","Schwalm-Eder-Kreis"
"Fritzlar","HE","Hessen","Schwalm-Eder-Kreis"
"Gilserberg","HE","Hessen","Schwalm-Eder-Kreis"
"Gudensberg","HE","Hessen","Schwalm-Eder-Kreis"
"Guxhagen","HE","Hessen","Schwalm-Eder-Kreis"
"Homberg","HE","Hessen","Schwalm-Eder-Kreis"
"Jesberg","HE","Hessen","Schwalm-Eder-Kreis"
"Knüllwald","HE","Hessen","Schwalm-Eder-Kreis"
"Körle","HE","Hessen","Schwalm-Eder-Kreis"
"Malsfeld","HE","Hessen","Schwalm-Eder-Kreis"
"Melsungen","HE","Hessen","Schwalm-Eder-Kreis"
"Morschen","HE","Hessen","Schwalm-Eder-Kreis"
"Neuental","HE","Hessen","Schwalm-Eder-Kreis"
"Neukirchen","HE","Hessen","Schwalm-Eder-Kreis"
"Niedenstein","HE","Hessen","Schwalm-Eder-Kreis"
"Oberaula","HE","Hessen","Schwalm-Eder-Kreis"
"Ottrau","HE","Hessen","Schwalm-Eder-Kreis"
"Schrecksbach","HE","Hessen","Schwalm-Eder-Kreis"
"Schwalmstadt","HE","Hessen","Schwalm-Eder-Kreis"
"Schwarzenborn","HE","Hessen","Schwalm-Eder-Kreis"
"Spangenberg","HE","Hessen","Schwalm-Eder-Kreis"
"Wabern","HE","Hessen","Schwalm-Eder-Kreis"
"Willingshausen","HE","Hessen","Schwalm-Eder-Kreis"
"Bad Zwesten","HE","Hessen","Schwalm-Eder-Kreis"
"Allendorf","HE","Hessen","Waldeck-Frankenberg"
"Bad Arolsen","HE","Hessen","Waldeck-Frankenberg"
"Bad Wildungen","HE","Hessen","Waldeck-Frankenberg"
"Battenberg","HE","Hessen","Waldeck-Frankenberg"
"Burgwald","HE","Hessen","Waldeck-Frankenberg"
"Diemelsee","HE","Hessen","Waldeck-Frankenberg"
"Diemelstadt","HE","Hessen","Waldeck-Frankenberg"
"Edertal","HE","Hessen","Waldeck-Frankenberg"
"Frankenau","HE","Hessen","Waldeck-Frankenberg"
"Frankenberg","HE","Hessen","Waldeck-Frankenberg"
"Gemünden","HE","Hessen","Waldeck-Frankenberg"
"Haina","HE","Hessen","Waldeck-Frankenberg"
"Hatzfeld","HE","Hessen","Waldeck-Frankenberg"
"Korbach","HE","Hessen","Waldeck-Frankenberg"
"Lichtenfels","HE","Hessen","Waldeck-Frankenberg"
"Rosenthal","HE","Hessen","Waldeck-Frankenberg"
"Twistetal","HE","Hessen","Waldeck-Frankenberg"
"Vöhl","HE","Hessen","Waldeck-Frankenberg"
"Volkmarsen","HE","Hessen","Waldeck-Frankenberg"
"Waldeck","HE","Hessen","Waldeck-Frankenberg"
"Willingen","HE","Hessen","Waldeck-Frankenberg"
"Bad Sooden-Allendorf","HE","Hessen","Werra-Meißner-Kreis"
"Berkatal","HE","Hessen","Werra-Meißner-Kreis"
"Eschwege","HE","Hessen","Werra-Meißner-Kreis"
"Großalmerode","HE","Hessen","Werra-Meißner-Kreis"
"Herleshausen","HE","Hessen","Werra-Meißner-Kreis"
"Hessisch Lichtenau","HE","Hessen","Werra-Meißner-Kreis"
"Meinhard","HE","Hessen","Werra-Meißner-Kreis"
"Meißner","HE","Hessen","Werra-Meißner-Kreis"
"Neu-Eichenberg","HE","Hessen","Werra-Meißner-Kreis"
"Ringgau","HE","Hessen","Werra-Meißner-Kreis"
"Sontra","HE","Hessen","Werra-Meißner-Kreis"
"Waldkappel","HE","Hessen","Werra-Meißner-Kreis"
"Wanfried","HE","Hessen","Werra-Meißner-Kreis"
"Wehretal","HE","Hessen","Werra-Meißner-Kreis"
"Weißenborn","HE","Hessen","Werra-Meißner-Kreis"
"Witzenhausen","HE","Hessen","Werra-Meißner-Kreis"
"Gutsbezirk Kaufunger Wald","HE","Hessen","Werra-Meißner-Kreis"
"Gemeinsames deutsch-luxemburgisches Hoheitsgebiet","RP","Rheinland-Pfalz","Gemeinsames deutsch-luxemburgisches Hoheitsgebiet"
"Koblenz","RP","Rheinland-Pfalz","Koblenz, kreisfreie Stadt"
"Bad Neuenahr-Ahrweiler","RP","Rheinland-Pfalz","Ahrweiler"
"Remagen","RP","Rheinland-Pfalz","Ahrweiler"
"Sinzig","RP","Rheinland-Pfalz","Ahrweiler"
"Grafschaft","RP","Rheinland-Pfalz","Ahrweiler"
"Adenau","RP","Rheinland-Pfalz","Ahrweiler"
"Antweiler","RP","Rheinland-Pfalz","Ahrweiler"
"Aremberg","RP","Rheinland-Pfalz","Ahrweiler"
"Barweiler","RP","Rheinland-Pfalz","Ahrweiler"
"Bauler","RP","Rheinland-Pfalz","Ahrweiler"
"Dankerath","RP","Rheinland-Pfalz","Ahrweiler"
"Dorsel","RP","Rheinland-Pfalz","Ahrweiler"
"Eichenbach","RP","Rheinland-Pfalz","Ahrweiler"
"Fuchshofen","RP","Rheinland-Pfalz","Ahrweiler"
"Harscheid","RP","Rheinland-Pfalz","Ahrweiler"
"Herschbroich","RP","Rheinland-Pfalz","Ahrweiler"
"Hoffeld","RP","Rheinland-Pfalz","Ahrweiler"
"Honerath","RP","Rheinland-Pfalz","Ahrweiler"
"Hümmel","RP","Rheinland-Pfalz","Ahrweiler"
"Insul","RP","Rheinland-Pfalz","Ahrweiler"
"Kaltenborn","RP","Rheinland-Pfalz","Ahrweiler"
"Kottenborn","RP","Rheinland-Pfalz","Ahrweiler"
"Leimbach","RP","Rheinland-Pfalz","Ahrweiler"
"Meuspath","RP","Rheinland-Pfalz","Ahrweiler"
"Müllenbach","RP","Rheinland-Pfalz","Ahrweiler"
"Müsch","RP","Rheinland-Pfalz","Ahrweiler"
"Nürburg","RP","Rheinland-Pfalz","Ahrweiler"
"Ohlenhard","RP","Rheinland-Pfalz","Ahrweiler"
"Pomster","RP","Rheinland-Pfalz","Ahrweiler"
"Quiddelbach","RP","Rheinland-Pfalz","Ahrweiler"
"Reifferscheid","RP","Rheinland-Pfalz","Ahrweiler"
"Rodder","RP","Rheinland-Pfalz","Ahrweiler"
"Schuld","RP","Rheinland-Pfalz","Ahrweiler"
"Senscheid","RP","Rheinland-Pfalz","Ahrweiler"
"Sierscheid","RP","Rheinland-Pfalz","Ahrweiler"
"Trierscheid","RP","Rheinland-Pfalz","Ahrweiler"
"Wershofen","RP","Rheinland-Pfalz","Ahrweiler"
"Wiesemscheid","RP","Rheinland-Pfalz","Ahrweiler"
"Wimbach","RP","Rheinland-Pfalz","Ahrweiler"
"Winnerath","RP","Rheinland-Pfalz","Ahrweiler"
"Wirft","RP","Rheinland-Pfalz","Ahrweiler"
"Dümpelfeld","RP","Rheinland-Pfalz","Ahrweiler"
"Ahrbrück","RP","Rheinland-Pfalz","Ahrweiler"
"Altenahr","RP","Rheinland-Pfalz","Ahrweiler"
"Berg","RP","Rheinland-Pfalz","Ahrweiler"
"Dernau","RP","Rheinland-Pfalz","Ahrweiler"
"Heckenbach","RP","Rheinland-Pfalz","Ahrweiler"
"Hönningen","RP","Rheinland-Pfalz","Ahrweiler"
"Kalenborn","RP","Rheinland-Pfalz","Ahrweiler"
"Kesseling","RP","Rheinland-Pfalz","Ahrweiler"
"Kirchsahr","RP","Rheinland-Pfalz","Ahrweiler"
"Lind","RP","Rheinland-Pfalz","Ahrweiler"
"Mayschoß","RP","Rheinland-Pfalz","Ahrweiler"
"Rech","RP","Rheinland-Pfalz","Ahrweiler"
"Bad Breisig","RP","Rheinland-Pfalz","Ahrweiler"
"Brohl-Lützing","RP","Rheinland-Pfalz","Ahrweiler"
"Gönnersdorf","RP","Rheinland-Pfalz","Ahrweiler"
"Waldorf","RP","Rheinland-Pfalz","Ahrweiler"
"Dedenbach","RP","Rheinland-Pfalz","Ahrweiler"
"Königsfeld","RP","Rheinland-Pfalz","Ahrweiler"
"Niederdürenbach","RP","Rheinland-Pfalz","Ahrweiler"
"Niederzissen","RP","Rheinland-Pfalz","Ahrweiler"
"Oberdürenbach","RP","Rheinland-Pfalz","Ahrweiler"
"Oberzissen","RP","Rheinland-Pfalz","Ahrweiler"
"Schalkenbach","RP","Rheinland-Pfalz","Ahrweiler"
"Brenk","RP","Rheinland-Pfalz","Ahrweiler"
"Burgbrohl","RP","Rheinland-Pfalz","Ahrweiler"
"Galenberg","RP","Rheinland-Pfalz","Ahrweiler"
"Glees","RP","Rheinland-Pfalz","Ahrweiler"
"Hohenleimbach","RP","Rheinland-Pfalz","Ahrweiler"
"Spessart","RP","Rheinland-Pfalz","Ahrweiler"
"Wassenach","RP","Rheinland-Pfalz","Ahrweiler"
"Wehr","RP","Rheinland-Pfalz","Ahrweiler"
"Weibern","RP","Rheinland-Pfalz","Ahrweiler"
"Kempenich","RP","Rheinland-Pfalz","Ahrweiler"
"Daaden","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Derschen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Emmerzhausen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Friedewald","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Herdorf","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Mauden","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Niederdreisbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Nisterberg","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Schutzbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Weitefeld","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Birkenbeul","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Bitzen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Breitscheidt","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Bruchertseifen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Etzbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Forst","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Fürthen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Hamm","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Niederirsen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Pracht","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Roth","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Seelbach bei Hamm","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Brachbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Friesenhagen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Harbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Kirchen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Mudersbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Niederfischbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Birken-Honigsessen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Mittelhof","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Hövels","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Katzwinkel","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Selbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Wissen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Alsdorf","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Betzdorf","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Dickendorf","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Elben","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Elkenroth","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Fensdorf","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Gebhardshain","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Grünebach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Kausen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Malberg","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Molzhain","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Nauroth","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Rosenheim","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Scheuerfeld","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Steinebach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Steineroth","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Wallmenroth","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Almersbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Bachenberg","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Berzhausen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Birnbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Bürdenbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Burglahr","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Busenhausen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Eichelhardt","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Eichen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Ersfeld","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Eulenberg","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Fiersbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Flammersfeld","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Fluterschen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Forstmehren","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Gieleroth","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Giershausen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Güllesheim","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Hasselbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Helmenzen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Helmeroth","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Hemmelzen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Heupelzen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Hilgenroth","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Hirz-Maulsbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Horhausen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Idelberg","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Ingelbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Isert","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Kescheid","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Kettenhausen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Kircheib","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Kraam","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Krunkel","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Mammelzen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Mehren","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Michelbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Niedersteinebach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Obererbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Oberirsen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Oberlahr","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Obersteinebach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Oberwambach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Ölsen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Orfgen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Peterslahr","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Pleckhausen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Racksen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Reiferscheid","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Rettersen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Rott","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Schöneberg","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Schürdt","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Seelbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Seifen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Sörth","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Stürzelbach","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Volkerzen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Walterschen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Werkhausen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Weyerbusch","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Willroth","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Wölmersen","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
"Ziegenhain","RP","Rheinland-Pfalz","Altenkirchen (Westerwald)"
